work_id,mp_name,district,implementing_agency,work_category,cost_estimate_lakhs,general_risk,fund_risk,timeline_risk,duplicate_risk,base_risk,final_risk_score,risk_level,inspection_priority,risk_reasons
W10699,Gabriel Thaman,Kanpur,State Housing Board,School Building Repair,6.93,13.7,0.0,0.0,0.0,13.7,5.48,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10333,Advaith Gole,Nashik,State Housing Board,Street Lighting,4.92,13.7,0.0,0.0,0.0,13.7,5.48,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12745,Deepa Gala,Lucknow,Zilla Panchayat,Drinking Water Supply,15.01,13.71,0.0,0.0,0.0,13.71,5.48,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10163,Owen Bansal,Nashik,Zilla Panchayat,Public Toilet Complex,7.68,13.66,0.0,0.0,0.0,13.66,5.47,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12969,Varsha Morar,Thane,Public Works Department,Street Lighting,4.06,13.68,0.0,0.0,0.0,13.68,5.47,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11215,Yug Choudhry,Darjeeling,State Housing Board,Drinking Water Supply,13.9,13.68,0.0,0.0,0.0,13.68,5.47,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11912,Azaan Gupta,Lucknow,Zilla Panchayat,School Building Repair,9.85,13.68,0.0,0.0,0.0,13.68,5.47,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10504,Deepa Gala,Kolkata,Public Works Department,Public Toilet Complex,6.99,13.68,0.0,0.0,0.0,13.68,5.47,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12504,Hemang Bava,Salem,Municipal Corporation,Drainage System,4.04,13.65,0.0,0.0,0.0,13.65,5.46,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12389,Vanya Suresh,Kanpur,State Housing Board,Drinking Water Supply,7.76,13.65,0.0,0.0,0.0,13.65,5.46,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10880,Owen Bala,Mysuru,Municipal Corporation,Public Toilet Complex,5.34,13.65,0.0,0.0,0.0,13.65,5.46,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10632,Bachittar Choudhry,Lucknow,Public Works Department,Drinking Water Supply,11.66,13.66,0.0,0.0,0.0,13.66,5.46,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11656,Yamini Chand,Mysuru,Public Works Department,Drainage System,9.1,13.64,0.0,0.0,0.0,13.64,5.45,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11120,Vanya Suresh,Chennai,Zilla Panchayat,Public Toilet Complex,4.99,13.61,0.0,0.0,0.0,13.61,5.45,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12493,Deepa Gala,Madurai,State Housing Board,Drainage System,15.59,13.63,0.0,0.0,0.0,13.63,5.45,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10660,Sanya Swamy,Thane,Zilla Panchayat,Road Construction,15.11,13.63,0.0,0.0,0.0,13.63,5.45,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10696,Yamini Chand,Kolkata,Zilla Panchayat,Drinking Water Supply,6.18,13.61,0.0,0.0,0.0,13.61,5.45,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12710,Vrinda Biswas,Pune,Municipal Corporation,Drainage System,5.27,13.62,0.0,0.0,0.0,13.62,5.45,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11549,Deepa Gala,Bengaluru Urban,District Rural Development Agency,Drainage System,4.93,13.62,0.0,0.0,0.0,13.62,5.45,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10872,Krishna Pant,Belagavi,Public Works Department,Community Health Center,13.95,13.62,0.0,0.0,0.0,13.62,5.45,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11877,Yadavi Deshmukh,Salem,Public Works Department,School Building Repair,14.62,13.62,0.0,0.0,0.0,13.62,5.45,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10244,Yamini Chand,Salem,Zilla Panchayat,Community Health Center,15.97,13.62,0.0,0.0,0.0,13.62,5.45,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11852,Victor Venkataraman,Kolkata,Municipal Corporation,Drainage System,4.42,13.6,0.0,0.0,0.0,13.6,5.44,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10725,Ishwar Boase,Mysuru,Zilla Panchayat,Public Toilet Complex,7.33,13.61,0.0,0.0,0.0,13.61,5.44,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10090,Triya Khatri,Varanasi,District Rural Development Agency,Community Health Center,23.33,13.59,0.0,0.0,0.0,13.59,5.44,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10778,Hemang Bava,Madurai,District Rural Development Agency,Public Toilet Complex,5.3,13.61,0.0,0.0,0.0,13.61,5.44,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12037,Deepa Gala,Lucknow,State Housing Board,Drinking Water Supply,4.49,13.59,0.0,0.0,0.0,13.59,5.44,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11689,Bachittar Choudhry,Bengaluru Urban,Municipal Corporation,Public Toilet Complex,4.76,13.59,0.0,0.0,0.0,13.59,5.44,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11129,Varsha Morar,Kanpur,Public Works Department,Public Toilet Complex,4.34,13.59,0.0,0.0,0.0,13.59,5.43,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12550,Tanish Iyer,Varanasi,State Housing Board,Street Lighting,4.77,13.57,0.0,0.0,0.0,13.57,5.43,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10166,Ishwar Boase,Howrah,Public Works Department,Drainage System,9.56,13.57,0.0,0.0,0.0,13.57,5.43,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10848,Eesha Memon,Belagavi,Public Works Department,Street Lighting,4.05,13.57,0.0,0.0,0.0,13.57,5.43,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12598,Ekansh Sami,Chennai,State Housing Board,School Building Repair,7.49,13.58,0.0,0.0,0.0,13.58,5.43,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10039,Varsha Morar,Lucknow,Municipal Corporation,School Building Repair,11.84,13.57,0.0,0.0,0.0,13.57,5.43,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10682,Victor Venkataraman,Varanasi,Zilla Panchayat,Drainage System,15.54,13.55,0.0,0.0,0.0,13.55,5.42,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12310,Ronith Zachariah,Mysuru,District Rural Development Agency,Drainage System,11.77,13.56,0.0,0.0,0.0,13.56,5.42,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10989,Ronith Zachariah,Belagavi,State Housing Board,Drainage System,13.1,13.56,0.0,0.0,0.0,13.56,5.42,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10453,Hemang Bava,Lucknow,District Rural Development Agency,Public Toilet Complex,6.12,13.55,0.0,0.0,0.0,13.55,5.42,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12263,Lucky Prashad,Thane,District Rural Development Agency,School Building Repair,14.53,13.54,0.0,0.0,0.0,13.54,5.42,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10367,Vanya Suresh,Asansol,Municipal Corporation,School Building Repair,3.64,13.55,0.0,0.0,0.0,13.55,5.42,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11502,Yutika Rana,Asansol,Public Works Department,Drainage System,11.2,13.55,0.0,0.0,0.0,13.55,5.42,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10107,Harrison Kapur,Salem,Zilla Panchayat,Drinking Water Supply,14.67,13.56,0.0,0.0,0.0,13.56,5.42,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12836,Bachittar Choudhry,Coimbatore,Public Works Department,Road Construction,6.4,13.56,0.0,0.0,0.0,13.56,5.42,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10975,Hemang Bava,Varanasi,State Housing Board,Public Toilet Complex,3.81,13.52,0.0,0.0,0.0,13.52,5.41,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10920,Harrison Kapur,Howrah,State Housing Board,Drainage System,8.61,13.52,0.0,0.0,0.0,13.52,5.41,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12166,Widisha Yohannan,Asansol,Municipal Corporation,Public Toilet Complex,5.27,13.53,0.0,0.0,0.0,13.53,5.41,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10108,Krishna Pant,Madurai,Municipal Corporation,Public Toilet Complex,7.77,13.5,0.0,0.0,0.0,13.5,5.4,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11811,Triya Khatri,Kolkata,State Housing Board,Drainage System,4.85,13.51,0.0,0.0,0.0,13.51,5.4,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11347,Krishna Pant,Lucknow,Public Works Department,Drinking Water Supply,10.15,13.5,0.0,0.0,0.0,13.5,5.4,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11846,Yutika Rana,Pune,Zilla Panchayat,Drainage System,14.67,13.49,0.0,0.0,0.0,13.49,5.4,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10287,Odika Naik,Howrah,Zilla Panchayat,Drinking Water Supply,12.96,13.49,0.0,0.0,0.0,13.49,5.4,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10609,Bachittar Choudhry,Madurai,State Housing Board,Street Lighting,3.88,13.49,0.0,0.0,0.0,13.49,5.4,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10137,Ria Ratta,Bengaluru Urban,Zilla Panchayat,Public Toilet Complex,5.18,13.51,0.0,0.0,0.0,13.51,5.4,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12592,Tanish Iyer,Bengaluru Urban,District Rural Development Agency,Street Lighting,4.28,13.48,0.0,0.0,0.0,13.48,5.39,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12243,Nicholas Gour,Agra,Zilla Panchayat,School Building Repair,12.87,13.48,0.0,0.0,0.0,13.48,5.39,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12154,Nicholas Gour,Varanasi,District Rural Development Agency,Road Construction,33.97,13.48,0.0,0.0,0.0,13.48,5.39,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12880,Gaurav Chandra,Kanpur,Public Works Department,Street Lighting,5.33,13.48,0.0,0.0,0.0,13.48,5.39,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10539,Sanya Swamy,Salem,Public Works Department,Drainage System,3.19,13.47,0.0,0.0,0.0,13.47,5.39,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12989,Yamini Chand,Lucknow,District Rural Development Agency,Public Toilet Complex,3.79,13.47,0.0,0.0,0.0,13.47,5.39,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12282,Nicholas Gour,Varanasi,Public Works Department,Street Lighting,4.21,13.48,0.0,0.0,0.0,13.48,5.39,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12867,Lucky Prashad,Varanasi,Zilla Panchayat,Community Health Center,14.4,13.44,0.0,0.0,0.0,13.44,5.38,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10528,Ronith Zachariah,Thane,State Housing Board,Public Toilet Complex,6.49,13.46,0.0,0.0,0.0,13.46,5.38,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11637,Tanish Iyer,Coimbatore,District Rural Development Agency,Drainage System,6.94,13.46,0.0,0.0,0.0,13.46,5.38,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12726,Ria Ratta,Agra,District Rural Development Agency,Public Toilet Complex,4.61,13.44,0.0,0.0,0.0,13.44,5.38,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10328,Owen Bansal,Howrah,District Rural Development Agency,Drinking Water Supply,6.52,13.46,0.0,0.0,0.0,13.46,5.38,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11223,Christopher Kadakia,Kanpur,Zilla Panchayat,Public Toilet Complex,4.1,13.44,0.0,0.0,0.0,13.44,5.38,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11428,Tanish Iyer,Nashik,Municipal Corporation,School Building Repair,8.09,13.45,0.0,0.0,0.0,13.45,5.38,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12010,Advaith Gole,Agra,Public Works Department,Drainage System,8.97,13.46,0.0,0.0,0.0,13.46,5.38,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12463,Sanya Swamy,Nagpur,Municipal Corporation,Drainage System,4.17,13.41,0.0,0.0,0.0,13.41,5.37,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12717,Krishna Pant,Varanasi,Municipal Corporation,Drainage System,8.93,13.41,0.0,0.0,0.0,13.41,5.37,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11997,Christopher Kadakia,Chennai,Municipal Corporation,Road Construction,18.88,13.42,0.0,0.0,0.0,13.42,5.37,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11112,Jagat Mangat,Dharwad,Public Works Department,Drinking Water Supply,8.03,13.42,0.0,0.0,0.0,13.42,5.37,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12751,Onveer Kata,Salem,Zilla Panchayat,Road Construction,10.48,13.42,0.0,0.0,0.0,13.42,5.37,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11678,Gaurav Chandra,Nagpur,Zilla Panchayat,Road Construction,36.52,13.42,0.0,0.0,0.0,13.42,5.37,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11822,Sanya Swamy,Asansol,Municipal Corporation,Drainage System,5.91,13.43,0.0,0.0,0.0,13.43,5.37,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10441,Krishna Pant,Howrah,Zilla Panchayat,Public Toilet Complex,5.88,13.43,0.0,0.0,0.0,13.43,5.37,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10212,Ishwar Boase,Bengaluru Urban,Municipal Corporation,School Building Repair,3.23,13.42,0.0,0.0,0.0,13.42,5.37,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11302,Meera Banerjee,Agra,Zilla Panchayat,Road Construction,15.39,13.44,0.0,0.0,0.0,13.44,5.37,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11644,Yug Choudhry,Madurai,State Housing Board,School Building Repair,12.91,13.41,0.0,0.0,0.0,13.41,5.36,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10860,Ria Ratta,Dharwad,State Housing Board,Road Construction,9.23,13.4,0.0,0.0,0.0,13.4,5.36,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11674,Ekansh Sami,Asansol,State Housing Board,Street Lighting,3.33,13.41,0.0,0.0,0.0,13.41,5.36,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11414,Deepa Gala,Belagavi,Zilla Panchayat,Drinking Water Supply,12.61,13.41,0.0,0.0,0.0,13.41,5.36,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11873,Jagat Mangat,Coimbatore,Municipal Corporation,Drainage System,14.2,13.41,0.0,0.0,0.0,13.41,5.36,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12292,Yamini Chand,Belagavi,Municipal Corporation,School Building Repair,4.47,13.41,0.0,0.0,0.0,13.41,5.36,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12215,Gaurav Chandra,Nagpur,Zilla Panchayat,School Building Repair,13.86,13.39,0.0,0.0,0.0,13.39,5.36,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11828,Yutika Rana,Kolkata,State Housing Board,Drinking Water Supply,4.34,13.39,0.0,0.0,0.0,13.39,5.36,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12772,Hemang Bava,Mysuru,District Rural Development Agency,Street Lighting,2.91,13.4,0.0,0.0,0.0,13.4,5.36,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12735,Leena Butala,Agra,District Rural Development Agency,Road Construction,8.61,13.4,0.0,0.0,0.0,13.4,5.36,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10647,Sanya Swamy,Dharwad,State Housing Board,Drainage System,13.96,13.4,0.0,0.0,0.0,13.4,5.36,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12285,Harrison Kapur,Belagavi,District Rural Development Agency,Road Construction,23.52,13.39,0.0,0.0,0.0,13.39,5.35,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11724,Eesha Memon,Dharwad,State Housing Board,Drinking Water Supply,5.94,13.39,0.0,0.0,0.0,13.39,5.35,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12053,Gabriel Thaman,Nagpur,District Rural Development Agency,Road Construction,6.15,13.38,0.0,0.0,0.0,13.38,5.35,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12312,Triya Khatri,Belagavi,District Rural Development Agency,Drainage System,11.03,13.37,0.0,0.0,0.0,13.37,5.35,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12475,Krishna Pant,Thane,Zilla Panchayat,Drainage System,17.26,13.38,0.0,0.0,0.0,13.38,5.35,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12609,Ishwar Boase,Belagavi,District Rural Development Agency,Public Toilet Complex,4.44,13.38,0.0,0.0,0.0,13.38,5.35,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11974,Owen Bansal,Nashik,Zilla Panchayat,Street Lighting,4.8,13.35,0.0,0.0,0.0,13.35,5.34,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11248,Triya Khatri,Belagavi,Municipal Corporation,Street Lighting,4.94,13.35,0.0,0.0,0.0,13.35,5.34,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10895,Ekansh Sami,Madurai,Public Works Department,School Building Repair,4.29,13.36,0.0,0.0,0.0,13.36,5.34,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11591,Owen Bala,Darjeeling,State Housing Board,Drinking Water Supply,12.9,13.36,0.0,0.0,0.0,13.36,5.34,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12925,Nicholas Gour,Coimbatore,Public Works Department,School Building Repair,4.94,13.35,0.0,0.0,0.0,13.35,5.34,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10468,Ria Ratta,Asansol,District Rural Development Agency,Drainage System,11.85,13.34,0.0,0.0,0.0,13.34,5.34,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11312,Nicholas Gour,Asansol,Municipal Corporation,Community Health Center,36.59,13.35,0.0,0.0,0.0,13.35,5.34,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12060,Ekansh Sami,Varanasi,Public Works Department,Street Lighting,4.82,13.36,0.0,0.0,0.0,13.36,5.34,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12006,Mugdha Varty,Varanasi,Municipal Corporation,Drainage System,12.53,13.36,0.0,0.0,0.0,13.36,5.34,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11623,Oliver Sarma,Thane,Zilla Panchayat,Drinking Water Supply,15.15,13.36,0.0,0.0,0.0,13.36,5.34,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11537,Varsha Morar,Salem,Public Works Department,Community Health Center,23.54,13.34,0.0,0.0,0.0,13.34,5.34,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12959,Lucky Prashad,Coimbatore,Municipal Corporation,Community Health Center,24.47,13.34,0.0,0.0,0.0,13.34,5.34,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11757,Ekansh Sami,Bengaluru Urban,Municipal Corporation,School Building Repair,13.79,13.34,0.0,0.0,0.0,13.34,5.34,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11640,Yadavi Deshmukh,Mysuru,Municipal Corporation,Drainage System,12.62,13.31,0.0,0.0,0.0,13.31,5.33,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10973,Vrinda Biswas,Mysuru,Public Works Department,Drinking Water Supply,13.69,13.33,0.0,0.0,0.0,13.33,5.33,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11891,Eesha Memon,Madurai,State Housing Board,Drainage System,13.69,13.31,0.0,0.0,0.0,13.31,5.33,LOW,NORMAL,No major anomaly detected by the current risk layers.
