state,district,constituency,mp_name,work_id,work_name,work_category,implementing_agency,sanction_amount,expenditure,physical_progress,start_date,expected_completion_date,actual_completion_date,contractor,latitude,longitude,status,existing_rule_score,data_source,data_label,fund_utilization_pct,progress_expenditure_gap,progress_expenditure_mismatch,cost_overrun_amount,cost_overrun_pct,cost_overrun_flag,planned_duration_days,actual_duration_days,delay_days,timeline_delay_flag,high_fund_utilization,record_id,rule_risk_score,rule_risk_level,rule_reasons,ml_anomaly,ml_anomaly_score,ml_anomaly_status,ml_model,ml_risk_score,hybrid_risk_score,hybrid_risk_level,hybrid_risk_reasons,inspection_priority
,Pune,,Sanya Swamy,W11151,,Drinking Water Supply,State Housing Board,4.29,,,,,,,,,Ongoing,14.505601787665183,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11151,14.51,LOW,No rule-based risk condition triggered,False,-0.0252,Normal,Isolation Forest,70.22,36.79,LOW,No significant risk indicator detected,LOW
,Chennai,,Azaan Gupta,W12958,,Drainage System,State Housing Board,13.19,,,,,,,,,Ongoing,14.504685611037004,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12958,14.5,LOW,No rule-based risk condition triggered,False,-0.0374,Normal,Isolation Forest,23.92,18.27,LOW,No significant risk indicator detected,LOW
,Madurai,,Pallavi Krish,W12151,,School Building Repair,State Housing Board,7.15,,,,,,,,,Ongoing,14.504084011609397,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12151,14.5,LOW,No rule-based risk condition triggered,False,-0.0304,Normal,Isolation Forest,52.4,29.66,LOW,No significant risk indicator detected,LOW
,Kanpur,,Ria Ratta,W12842,,Drinking Water Supply,Municipal Corporation,9.05,,,,,,,,,Ongoing,14.503558261946171,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12842,14.5,LOW,No rule-based risk condition triggered,False,-0.0274,Normal,Isolation Forest,63.97,34.29,LOW,No significant risk indicator detected,LOW
,Thane,,Victor Venkataraman,W12895,,Public Toilet Complex,Municipal Corporation,4.32,,,,,,,,,Ongoing,14.499008275123265,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12895,14.5,LOW,No rule-based risk condition triggered,False,-0.0194,Normal,Isolation Forest,81.8,41.42,MEDIUM,No significant risk indicator detected,MEDIUM
,Agra,,Onveer Kata,W12736,,School Building Repair,State Housing Board,5.47,,,,,,,,,Ongoing,14.492097836500678,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12736,14.49,LOW,No rule-based risk condition triggered,False,-0.027,Normal,Isolation Forest,65.32,34.82,LOW,No significant risk indicator detected,LOW
,Belagavi,,Rayaan Mand,W12944,,Drainage System,Municipal Corporation,5.5,,,,,,,,,Completed,14.480482615447844,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12944,14.48,LOW,No rule-based risk condition triggered,False,-0.03,Normal,Isolation Forest,53.93,30.26,LOW,No significant risk indicator detected,LOW
,Belagavi,,Yamini Chand,W11417,,Drainage System,Zilla Panchayat,8.42,,,,,,,,,Ongoing,14.480475421815768,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11417,14.48,LOW,No rule-based risk condition triggered,False,-0.0442,Normal,Isolation Forest,7.85,11.83,LOW,No significant risk indicator detected,LOW
,Belagavi,,Owen Bansal,W12808,,Street Lighting,District Rural Development Agency,5.49,,,,,,,,,Ongoing,14.475754375932686,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12808,14.48,LOW,No rule-based risk condition triggered,False,-0.034,Normal,Isolation Forest,36.65,23.35,LOW,No significant risk indicator detected,LOW
,Varanasi,,Onveer Kata,W10068,,Public Toilet Complex,Zilla Panchayat,7.35,,,,,,,,,Ongoing,14.472751341130715,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10068,14.47,LOW,No rule-based risk condition triggered,False,-0.0346,Normal,Isolation Forest,34.07,22.31,LOW,No significant risk indicator detected,LOW
,Darjeeling,,Azaan Gupta,W11690,,Public Toilet Complex,State Housing Board,5.99,,,,,,,,,Ongoing,14.47244975672633,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11690,14.47,LOW,No rule-based risk condition triggered,False,-0.0254,Normal,Isolation Forest,69.65,36.54,LOW,No significant risk indicator detected,LOW
,Salem,,Ria Ratta,W12059,,School Building Repair,District Rural Development Agency,11.22,,,,,,,,,Ongoing,14.459979324457557,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12059,14.46,LOW,No rule-based risk condition triggered,False,-0.035,Normal,Isolation Forest,32.23,21.57,LOW,No significant risk indicator detected,LOW
,Lucknow,,Leena Butala,W12347,,School Building Repair,District Rural Development Agency,12.03,,,,,,,,,Ongoing,14.456163898258165,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12347,14.46,LOW,No rule-based risk condition triggered,False,-0.0317,Normal,Isolation Forest,47.08,27.51,LOW,No significant risk indicator detected,LOW
,Nagpur,,Meera Banerjee,W11802,,School Building Repair,Municipal Corporation,14.64,,,,,,,,,Ongoing,14.45479091847116,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11802,14.45,LOW,No rule-based risk condition triggered,False,-0.0219,Normal,Isolation Forest,77.08,39.5,LOW,No significant risk indicator detected,LOW
,Kanpur,,Onveer Kata,W11599,,Road Construction,Public Works Department,6.87,,,,,,,,,Ongoing,14.45393602859033,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11599,14.45,LOW,No rule-based risk condition triggered,False,-0.0318,Normal,Isolation Forest,46.62,27.32,LOW,No significant risk indicator detected,LOW
,Belagavi,,Christopher Kadakia,W10998,,Drainage System,Zilla Panchayat,13.6,,,,,,,,,Ongoing,14.453566186136968,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10998,14.45,LOW,No rule-based risk condition triggered,False,-0.0464,Normal,Isolation Forest,5.27,10.78,LOW,No significant risk indicator detected,LOW
,Salem,,Eesha Memon,W11685,,Public Toilet Complex,Municipal Corporation,6.34,,,,,,,,,Ongoing,14.453248096702364,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11685,14.45,LOW,No rule-based risk condition triggered,False,-0.0239,Normal,Isolation Forest,73.77,38.18,LOW,No significant risk indicator detected,LOW
,Belagavi,,Meera Banerjee,W12116,,School Building Repair,Zilla Panchayat,6.07,,,,,,,,,Ongoing,14.451390070006244,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12116,14.45,LOW,No rule-based risk condition triggered,False,-0.0407,Normal,Isolation Forest,14.47,14.46,LOW,No significant risk indicator detected,LOW
,Lucknow,,Nicholas Gour,W10749,,Community Health Center,State Housing Board,21.34,,,,,,,,,Completed,14.450635365845883,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10749,14.45,LOW,No rule-based risk condition triggered,False,-0.026,Normal,Isolation Forest,68.0,35.87,LOW,No significant risk indicator detected,LOW
,Kanpur,,Odika Naik,W11244,,School Building Repair,Public Works Department,10.56,,,,,,,,,Completed,14.446859663702336,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11244,14.45,LOW,No rule-based risk condition triggered,False,-0.0397,Normal,Isolation Forest,17.3,15.59,LOW,No significant risk indicator detected,LOW
,Asansol,,Jagat Mangat,W12607,,Drinking Water Supply,State Housing Board,14.07,,,,,,,,,Ongoing,14.445426506465049,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12607,14.45,LOW,No rule-based risk condition triggered,False,-0.029,Normal,Isolation Forest,58.33,32.0,LOW,No significant risk indicator detected,LOW
,Coimbatore,,Krishna Pant,W11697,,Street Lighting,Municipal Corporation,5.02,,,,,,,,,Ongoing,14.444429193362527,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11697,14.44,LOW,No rule-based risk condition triggered,False,-0.0216,Normal,Isolation Forest,77.68,39.74,LOW,No significant risk indicator detected,LOW
,Nagpur,,Nicholas Gour,W11645,,Drainage System,Municipal Corporation,14.55,,,,,,,,,Ongoing,14.441216145883327,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11645,14.44,LOW,No rule-based risk condition triggered,False,-0.03,Normal,Isolation Forest,53.93,30.24,LOW,No significant risk indicator detected,LOW
,Nashik,,Leena Butala,W10911,,Drainage System,Public Works Department,11.32,,,,,,,,,Ongoing,14.44096313136396,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10911,14.44,LOW,No rule-based risk condition triggered,False,-0.0422,Normal,Isolation Forest,10.25,12.76,LOW,No significant risk indicator detected,LOW
,Coimbatore,,Krishna Pant,W10482,,Public Toilet Complex,Zilla Panchayat,6.11,,,,,,,,,Completed,14.439321156122435,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10482,14.44,LOW,No rule-based risk condition triggered,False,-0.0537,Normal,Isolation Forest,0.77,8.97,LOW,No significant risk indicator detected,LOW
,Kolkata,,Odika Naik,W11615,,Drainage System,District Rural Development Agency,5.87,,,,,,,,,Completed,14.438616949942082,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11615,14.44,LOW,No rule-based risk condition triggered,False,-0.0354,Normal,Isolation Forest,30.77,20.97,LOW,No significant risk indicator detected,LOW
,Salem,,Ishwar Boase,W12259,,Drinking Water Supply,State Housing Board,5.2,,,,,,,,,Ongoing,14.435116985935633,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12259,14.44,LOW,No rule-based risk condition triggered,False,-0.0278,Normal,Isolation Forest,62.37,33.61,LOW,No significant risk indicator detected,LOW
,Lucknow,,Mugdha Varty,W11258,,School Building Repair,Municipal Corporation,4.45,,,,,,,,,Completed,14.434361230776702,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11258,14.43,LOW,No rule-based risk condition triggered,False,-0.0285,Normal,Isolation Forest,60.0,32.66,LOW,No significant risk indicator detected,LOW
,Belagavi,,Owen Bala,W11243,,Street Lighting,District Rural Development Agency,3.76,,,,,,,,,Ongoing,14.433510647930529,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11243,14.43,LOW,No rule-based risk condition triggered,False,-0.0348,Normal,Isolation Forest,33.15,21.92,LOW,No significant risk indicator detected,LOW
,Kolkata,,Harrison Kapur,W10790,,Road Construction,State Housing Board,10.52,,,,,,,,,Completed,14.43251977812434,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10790,14.43,LOW,No rule-based risk condition triggered,False,-0.0277,Normal,Isolation Forest,62.88,33.81,LOW,No significant risk indicator detected,LOW
,Lucknow,,Deepa Gala,W12716,,Drinking Water Supply,State Housing Board,8.7,,,,,,,,,Ongoing,14.432074589048945,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12716,14.43,LOW,No rule-based risk condition triggered,False,-0.0311,Normal,Isolation Forest,49.75,28.56,LOW,No significant risk indicator detected,LOW
,Agra,,Krishna Pant,W11143,,Community Health Center,Municipal Corporation,26.95,,,,,,,,,Completed,14.428582891881629,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11143,14.43,LOW,No rule-based risk condition triggered,False,-0.0206,Normal,Isolation Forest,79.83,40.59,MEDIUM,No significant risk indicator detected,MEDIUM
,Lucknow,,Bachittar Choudhry,W11517,,Public Toilet Complex,Public Works Department,7.6,,,,,,,,,Ongoing,14.420914042276712,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11517,14.42,LOW,No rule-based risk condition triggered,False,-0.0266,Normal,Isolation Forest,66.5,35.25,LOW,No significant risk indicator detected,LOW
,Chennai,,Victor Venkataraman,W12764,,Drainage System,Public Works Department,14.32,,,,,,,,,Ongoing,14.416801506684129,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12764,14.42,LOW,No rule-based risk condition triggered,False,-0.0404,Normal,Isolation Forest,15.23,14.74,LOW,No significant risk indicator detected,LOW
,Madurai,,Gabriel Thaman,W11838,,Public Toilet Complex,District Rural Development Agency,7.39,,,,,,,,,Ongoing,14.400366654074304,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11838,14.4,LOW,No rule-based risk condition triggered,False,-0.03,Normal,Isolation Forest,53.93,30.21,LOW,No significant risk indicator detected,LOW
,Dharwad,,Vrinda Biswas,W10619,,School Building Repair,Municipal Corporation,7.46,,,,,,,,,Ongoing,14.390355691767969,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10619,14.39,LOW,No rule-based risk condition triggered,False,-0.0366,Normal,Isolation Forest,26.03,19.05,LOW,No significant risk indicator detected,LOW
,Pune,,Tanish Iyer,W11505,,Drinking Water Supply,State Housing Board,18.27,,,,,,,,,Completed,14.385557268497775,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11505,14.39,LOW,No rule-based risk condition triggered,False,-0.017,Normal,Isolation Forest,85.08,42.67,MEDIUM,No significant risk indicator detected,MEDIUM
,Kanpur,,Yutika Rana,W11529,,Public Toilet Complex,Public Works Department,5.18,,,,,,,,,Ongoing,14.384086373796636,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11529,14.38,LOW,No rule-based risk condition triggered,False,-0.035,Normal,Isolation Forest,32.23,21.52,LOW,No significant risk indicator detected,LOW
,Pune,,Victor Venkataraman,W11897,,School Building Repair,State Housing Board,7.4,,,,,,,,,Ongoing,14.38158496160064,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11897,14.38,LOW,No rule-based risk condition triggered,False,-0.0317,Normal,Isolation Forest,47.08,27.46,LOW,No significant risk indicator detected,LOW
,Asansol,,Yamini Chand,W12533,,School Building Repair,Municipal Corporation,3.02,,,,,,,,,Ongoing,14.379123586575464,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12533,14.38,LOW,No rule-based risk condition triggered,False,-0.0154,Normal,Isolation Forest,86.55,43.25,MEDIUM,No significant risk indicator detected,MEDIUM
,Madurai,,Gabriel Thaman,W10735,,Drinking Water Supply,Municipal Corporation,14.97,,,,,,,,,Ongoing,14.377296819660842,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10735,14.38,LOW,No rule-based risk condition triggered,False,-0.0275,Normal,Isolation Forest,63.62,34.08,LOW,No significant risk indicator detected,LOW
,Dharwad,,Harrison Kapur,W11998,,School Building Repair,District Rural Development Agency,13.27,,,,,,,,,Ongoing,14.374795712144683,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11998,14.37,LOW,No rule-based risk condition triggered,False,-0.0297,Normal,Isolation Forest,55.33,30.75,LOW,No significant risk indicator detected,LOW
,Kolkata,,Gabriel Thaman,W12105,,Community Health Center,District Rural Development Agency,23.42,,,,,,,,,Completed,14.366091577185262,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12105,14.37,LOW,No rule-based risk condition triggered,False,-0.0333,Normal,Isolation Forest,39.88,24.57,LOW,No significant risk indicator detected,LOW
,Varanasi,,Owen Bala,W10340,,Community Health Center,Municipal Corporation,14.83,,,,,,,,,Ongoing,14.36372449386538,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10340,14.36,LOW,No rule-based risk condition triggered,False,-0.0191,Normal,Isolation Forest,82.2,41.5,MEDIUM,No significant risk indicator detected,MEDIUM
,Agra,,Gabriel Thaman,W11391,,Public Toilet Complex,State Housing Board,3.01,,,,,,,,,Completed,14.360435313041933,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11391,14.36,LOW,No rule-based risk condition triggered,False,-0.0241,Normal,Isolation Forest,73.38,37.97,LOW,No significant risk indicator detected,LOW
,Bengaluru Urban,,Gaurav Chandra,W10765,,Drainage System,Municipal Corporation,7.57,,,,,,,,,Ongoing,14.356547310694191,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10765,14.36,LOW,No rule-based risk condition triggered,False,-0.0337,Normal,Isolation Forest,37.93,23.79,LOW,No significant risk indicator detected,LOW
,Darjeeling,,Mugdha Varty,W10551,,Drinking Water Supply,Municipal Corporation,10.56,,,,,,,,,Completed,14.354949309894137,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10551,14.35,LOW,No rule-based risk condition triggered,False,-0.031,Normal,Isolation Forest,50.17,28.68,LOW,No significant risk indicator detected,LOW
,Belagavi,,Varsha Morar,W11727,,Drainage System,Zilla Panchayat,8.84,,,,,,,,,Completed,14.353696578747227,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11727,14.35,LOW,No rule-based risk condition triggered,False,-0.0525,Normal,Isolation Forest,1.57,9.24,LOW,No significant risk indicator detected,LOW
,Madurai,,Advaith Gole,W11344,,Drainage System,Zilla Panchayat,13.12,,,,,,,,,Completed,14.351819720730663,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11344,14.35,LOW,No rule-based risk condition triggered,False,-0.0463,Normal,Isolation Forest,5.33,10.74,LOW,No significant risk indicator detected,LOW
,Agra,,Jagat Mangat,W11343,,Public Toilet Complex,District Rural Development Agency,3.46,,,,,,,,,Ongoing,14.349261264903344,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11343,14.35,LOW,No rule-based risk condition triggered,False,-0.0258,Normal,Isolation Forest,68.57,36.04,LOW,No significant risk indicator detected,LOW
,Dharwad,,Krishna Pant,W12386,,Public Toilet Complex,Municipal Corporation,4.58,,,,,,,,,Ongoing,14.348240875840848,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12386,14.35,LOW,No rule-based risk condition triggered,False,-0.0212,Normal,Isolation Forest,78.55,40.03,MEDIUM,No significant risk indicator detected,MEDIUM
,Mysuru,,Eesha Memon,W11335,,Drinking Water Supply,Zilla Panchayat,8.9,,,,,,,,,Completed,14.342008564549896,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11335,14.34,LOW,No rule-based risk condition triggered,False,-0.0419,Normal,Isolation Forest,10.68,12.88,LOW,No significant risk indicator detected,LOW
,Belagavi,,Gabriel Thaman,W11322,,Drainage System,Municipal Corporation,13.08,,,,,,,,,Ongoing,14.34120223759109,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11322,14.34,LOW,No rule-based risk condition triggered,False,-0.0327,Normal,Isolation Forest,42.53,25.62,LOW,No significant risk indicator detected,LOW
,Coimbatore,,Mugdha Varty,W12351,,Community Health Center,Public Works Department,12.15,,,,,,,,,Ongoing,14.34077925669924,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12351,14.34,LOW,No rule-based risk condition triggered,False,-0.03,Normal,Isolation Forest,53.93,30.18,LOW,No significant risk indicator detected,LOW
,Varanasi,,Lucky Prashad,W12580,,Drinking Water Supply,State Housing Board,15.49,,,,,,,,,Ongoing,14.340260669779743,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12580,14.34,LOW,No rule-based risk condition triggered,False,-0.0249,Normal,Isolation Forest,71.12,37.05,LOW,No significant risk indicator detected,LOW
