work_id,mp_name,district,implementing_agency,work_category,final_risk_score,risk_level,inspection_priority,general_risk,fund_risk,timeline_risk,duplicate_risk,base_risk,explanation,why_flagged,recommended_action
W10414,Owen Bala,Bengaluru Urban,Zilla Panchayat,Drainage System,5.94,LOW,NORMAL,14.85,0.0,0.0,0.0,14.85,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12228,Deepa Gala,Pune,Zilla Panchayat,School Building Repair,5.94,LOW,NORMAL,14.85,0.0,0.0,0.0,14.85,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11646,Victor Venkataraman,Coimbatore,State Housing Board,Drainage System,5.94,LOW,NORMAL,14.85,0.0,0.0,0.0,14.85,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12757,Oliver Sarma,Varanasi,Public Works Department,Street Lighting,5.94,LOW,NORMAL,14.85,0.0,0.0,0.0,14.85,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12791,Rayaan Mand,Belagavi,Public Works Department,Drainage System,5.93,LOW,NORMAL,14.81,0.0,0.0,0.0,14.81,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12661,Lucky Prashad,Chennai,State Housing Board,School Building Repair,5.93,LOW,NORMAL,14.84,0.0,0.0,0.0,14.84,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11340,Widisha Yohannan,Kanpur,Public Works Department,Community Health Center,5.93,LOW,NORMAL,14.84,0.0,0.0,0.0,14.84,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12186,Christopher Kadakia,Salem,District Rural Development Agency,Drainage System,5.93,LOW,NORMAL,14.82,0.0,0.0,0.0,14.82,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12216,Odika Naik,Nagpur,Municipal Corporation,Road Construction,5.93,LOW,NORMAL,14.82,0.0,0.0,0.0,14.82,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12819,Gabriel Thaman,Belagavi,Public Works Department,Public Toilet Complex,5.93,LOW,NORMAL,14.82,0.0,0.0,0.0,14.82,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10311,Harrison Kapur,Bengaluru Urban,District Rural Development Agency,Road Construction,5.93,LOW,NORMAL,14.82,0.0,0.0,0.0,14.82,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10229,Nicholas Gour,Coimbatore,Zilla Panchayat,School Building Repair,5.93,LOW,NORMAL,14.83,0.0,0.0,0.0,14.83,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12101,Vrinda Biswas,Belagavi,Municipal Corporation,Drinking Water Supply,5.92,LOW,NORMAL,14.79,0.0,0.0,0.0,14.79,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11879,Meera Banerjee,Dharwad,Zilla Panchayat,Street Lighting,5.92,LOW,NORMAL,14.8,0.0,0.0,0.0,14.8,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11587,Meera Banerjee,Lucknow,Public Works Department,Road Construction,5.92,LOW,NORMAL,14.79,0.0,0.0,0.0,14.79,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11332,Sanya Swamy,Darjeeling,Public Works Department,Road Construction,5.92,LOW,NORMAL,14.8,0.0,0.0,0.0,14.8,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11922,Vrinda Biswas,Mysuru,Public Works Department,Community Health Center,5.92,LOW,NORMAL,14.79,0.0,0.0,0.0,14.79,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10689,Sanya Swamy,Chennai,Public Works Department,School Building Repair,5.92,LOW,NORMAL,14.79,0.0,0.0,0.0,14.79,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10403,Meera Banerjee,Agra,State Housing Board,Community Health Center,5.92,LOW,NORMAL,14.79,0.0,0.0,0.0,14.79,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11962,Tanish Iyer,Asansol,District Rural Development Agency,School Building Repair,5.92,LOW,NORMAL,14.8,0.0,0.0,0.0,14.8,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12426,Ronith Zachariah,Thane,State Housing Board,Street Lighting,5.92,LOW,NORMAL,14.8,0.0,0.0,0.0,14.8,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12542,Ronith Zachariah,Dharwad,State Housing Board,Street Lighting,5.92,LOW,NORMAL,14.81,0.0,0.0,0.0,14.81,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12991,Victor Venkataraman,Varanasi,State Housing Board,Community Health Center,5.92,LOW,NORMAL,14.81,0.0,0.0,0.0,14.81,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10236,Vrinda Biswas,Agra,Zilla Panchayat,Drainage System,5.92,LOW,NORMAL,14.8,0.0,0.0,0.0,14.8,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12937,Gaurav Chandra,Howrah,Zilla Panchayat,Street Lighting,5.92,LOW,NORMAL,14.81,0.0,0.0,0.0,14.81,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12623,Varsha Morar,Thane,Zilla Panchayat,Drainage System,5.91,LOW,NORMAL,14.77,0.0,0.0,0.0,14.77,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
