work_id,mp_name,district,implementing_agency,work_category,cost_estimate_lakhs,status,risk_score,reasons_text
W11151,Sanya Swamy,Pune,State Housing Board,Drinking Water Supply,4.29,Ongoing,14.505601787665183,Still ongoing 2+ years after sanction
W12958,Azaan Gupta,Chennai,State Housing Board,Drainage System,13.19,Ongoing,14.504685611037003,Still ongoing 2+ years after sanction
W12151,Pallavi Krish,Madurai,State Housing Board,School Building Repair,7.15,Ongoing,14.504084011609397,Still ongoing 2+ years after sanction
W12842,Ria Ratta,Kanpur,Municipal Corporation,Drinking Water Supply,9.05,Ongoing,14.503558261946171,Still ongoing 2+ years after sanction
W12895,Victor Venkataraman,Thane,Municipal Corporation,Public Toilet Complex,4.32,Ongoing,14.499008275123263,Still ongoing 2+ years after sanction
W12736,Onveer Kata,Agra,State Housing Board,School Building Repair,5.47,Ongoing,14.492097836500678,Still ongoing 2+ years after sanction
W12944,Rayaan Mand,Belagavi,Municipal Corporation,Drainage System,5.5,Completed,14.480482615447844,Flagged by ML pattern only
W11417,Yamini Chand,Belagavi,Zilla Panchayat,Drainage System,8.42,Ongoing,14.480475421815768,Still ongoing 2+ years after sanction
W12808,Owen Bansal,Belagavi,District Rural Development Agency,Street Lighting,5.49,Ongoing,14.475754375932686,Still ongoing 2+ years after sanction
W10068,Onveer Kata,Varanasi,Zilla Panchayat,Public Toilet Complex,7.35,Ongoing,14.472751341130717,Still ongoing 2+ years after sanction
W11690,Azaan Gupta,Darjeeling,State Housing Board,Public Toilet Complex,5.99,Ongoing,14.47244975672633,Still ongoing 2+ years after sanction
W12059,Ria Ratta,Salem,District Rural Development Agency,School Building Repair,11.22,Ongoing,14.459979324457557,Still ongoing 2+ years after sanction
W12347,Leena Butala,Lucknow,District Rural Development Agency,School Building Repair,12.03,Ongoing,14.456163898258165,Still ongoing 2+ years after sanction
W11802,Meera Banerjee,Nagpur,Municipal Corporation,School Building Repair,14.64,Ongoing,14.454790918471161,Still ongoing 2+ years after sanction
W11599,Onveer Kata,Kanpur,Public Works Department,Road Construction,6.87,Ongoing,14.45393602859033,Still ongoing 2+ years after sanction
W10998,Christopher Kadakia,Belagavi,Zilla Panchayat,Drainage System,13.6,Ongoing,14.453566186136968,Still ongoing 2+ years after sanction
W11685,Eesha Memon,Salem,Municipal Corporation,Public Toilet Complex,6.34,Ongoing,14.453248096702364,Still ongoing 2+ years after sanction
W12116,Meera Banerjee,Belagavi,Zilla Panchayat,School Building Repair,6.07,Ongoing,14.451390070006244,Still ongoing 2+ years after sanction
W10749,Nicholas Gour,Lucknow,State Housing Board,Community Health Center,21.34,Completed,14.450635365845883,Flagged by ML pattern only
W11244,Odika Naik,Kanpur,Public Works Department,School Building Repair,10.56,Completed,14.446859663702336,Flagged by ML pattern only
W12607,Jagat Mangat,Asansol,State Housing Board,Drinking Water Supply,14.07,Ongoing,14.445426506465047,Still ongoing 2+ years after sanction
W11697,Krishna Pant,Coimbatore,Municipal Corporation,Street Lighting,5.02,Ongoing,14.444429193362527,Still ongoing 2+ years after sanction
W11645,Nicholas Gour,Nagpur,Municipal Corporation,Drainage System,14.55,Ongoing,14.441216145883327,Still ongoing 2+ years after sanction
W10911,Leena Butala,Nashik,Public Works Department,Drainage System,11.32,Ongoing,14.44096313136396,Still ongoing 2+ years after sanction
W10482,Krishna Pant,Coimbatore,Zilla Panchayat,Public Toilet Complex,6.11,Completed,14.439321156122435,Flagged by ML pattern only
W11615,Odika Naik,Kolkata,District Rural Development Agency,Drainage System,5.87,Completed,14.438616949942082,Flagged by ML pattern only
W12259,Ishwar Boase,Salem,State Housing Board,Drinking Water Supply,5.2,Ongoing,14.435116985935633,Still ongoing 2+ years after sanction
W11258,Mugdha Varty,Lucknow,Municipal Corporation,School Building Repair,4.45,Completed,14.434361230776702,Flagged by ML pattern only
W11243,Owen Bala,Belagavi,District Rural Development Agency,Street Lighting,3.76,Ongoing,14.433510647930529,Still ongoing 2+ years after sanction
W10790,Harrison Kapur,Kolkata,State Housing Board,Road Construction,10.52,Completed,14.43251977812434,Flagged by ML pattern only
W12716,Deepa Gala,Lucknow,State Housing Board,Drinking Water Supply,8.7,Ongoing,14.432074589048943,Still ongoing 2+ years after sanction
W11143,Krishna Pant,Agra,Municipal Corporation,Community Health Center,26.95,Completed,14.428582891881627,Flagged by ML pattern only
W11517,Bachittar Choudhry,Lucknow,Public Works Department,Public Toilet Complex,7.6,Ongoing,14.420914042276712,Still ongoing 2+ years after sanction
W12764,Victor Venkataraman,Chennai,Public Works Department,Drainage System,14.32,Ongoing,14.416801506684129,Still ongoing 2+ years after sanction
W11838,Gabriel Thaman,Madurai,District Rural Development Agency,Public Toilet Complex,7.39,Ongoing,14.400366654074304,Still ongoing 2+ years after sanction
W10619,Vrinda Biswas,Dharwad,Municipal Corporation,School Building Repair,7.46,Ongoing,14.390355691767967,Still ongoing 2+ years after sanction
W11505,Tanish Iyer,Pune,State Housing Board,Drinking Water Supply,18.27,Completed,14.385557268497777,Flagged by ML pattern only
W11529,Yutika Rana,Kanpur,Public Works Department,Public Toilet Complex,5.18,Ongoing,14.384086373796636,Still ongoing 2+ years after sanction
W11897,Victor Venkataraman,Pune,State Housing Board,School Building Repair,7.4,Ongoing,14.381584961600641,Still ongoing 2+ years after sanction
W12533,Yamini Chand,Asansol,Municipal Corporation,School Building Repair,3.02,Ongoing,14.379123586575464,Flagged by ML pattern only
W10735,Gabriel Thaman,Madurai,Municipal Corporation,Drinking Water Supply,14.97,Ongoing,14.377296819660842,Still ongoing 2+ years after sanction
W11998,Harrison Kapur,Dharwad,District Rural Development Agency,School Building Repair,13.27,Ongoing,14.374795712144685,Still ongoing 2+ years after sanction
W12105,Gabriel Thaman,Kolkata,District Rural Development Agency,Community Health Center,23.42,Completed,14.366091577185262,Flagged by ML pattern only
W10340,Owen Bala,Varanasi,Municipal Corporation,Community Health Center,14.83,Ongoing,14.36372449386538,Still ongoing 2+ years after sanction
W11391,Gabriel Thaman,Agra,State Housing Board,Public Toilet Complex,3.01,Completed,14.360435313041933,Flagged by ML pattern only
W10765,Gaurav Chandra,Bengaluru Urban,Municipal Corporation,Drainage System,7.57,Ongoing,14.356547310694193,Still ongoing 2+ years after sanction
W10551,Mugdha Varty,Darjeeling,Municipal Corporation,Drinking Water Supply,10.56,Completed,14.354949309894137,Flagged by ML pattern only
W11727,Varsha Morar,Belagavi,Zilla Panchayat,Drainage System,8.84,Completed,14.353696578747227,Flagged by ML pattern only
W11344,Advaith Gole,Madurai,Zilla Panchayat,Drainage System,13.12,Completed,14.351819720730663,Flagged by ML pattern only
W11343,Jagat Mangat,Agra,District Rural Development Agency,Public Toilet Complex,3.46,Ongoing,14.349261264903344,Still ongoing 2+ years after sanction
W12386,Krishna Pant,Dharwad,Municipal Corporation,Public Toilet Complex,4.58,Ongoing,14.348240875840848,Still ongoing 2+ years after sanction
W11335,Eesha Memon,Mysuru,Zilla Panchayat,Drinking Water Supply,8.9,Completed,14.342008564549895,Flagged by ML pattern only
W11322,Gabriel Thaman,Belagavi,Municipal Corporation,Drainage System,13.08,Ongoing,14.34120223759109,Still ongoing 2+ years after sanction
W12351,Mugdha Varty,Coimbatore,Public Works Department,Community Health Center,12.15,Ongoing,14.340779256699241,Still ongoing 2+ years after sanction
W12580,Lucky Prashad,Varanasi,State Housing Board,Drinking Water Supply,15.49,Ongoing,14.340260669779745,Still ongoing 2+ years after sanction
W12011,Pallavi Krish,Pune,State Housing Board,School Building Repair,13.41,Completed,14.336178971283596,Flagged by ML pattern only
W12630,Yug Choudhry,Dharwad,Public Works Department,Drainage System,7.27,Ongoing,14.333103252373238,Still ongoing 2+ years after sanction
W10598,Eesha Memon,Bengaluru Urban,Municipal Corporation,Road Construction,29.72,Completed,14.332576459293987,Flagged by ML pattern only
W12342,Vanya Suresh,Asansol,Public Works Department,Road Construction,29.06,Completed,14.330155068629095,Flagged by ML pattern only
W12065,Lucky Prashad,Varanasi,Zilla Panchayat,Drinking Water Supply,5.28,Ongoing,14.325644575147644,Still ongoing 2+ years after sanction
W12739,Odika Naik,Madurai,District Rural Development Agency,School Building Repair,5.68,Ongoing,14.323546245601383,Still ongoing 2+ years after sanction
W10871,Tanish Iyer,Chennai,Zilla Panchayat,School Building Repair,6.68,Ongoing,14.322894048046201,Still ongoing 2+ years after sanction
W11861,Bachittar Choudhry,Chennai,Zilla Panchayat,Drainage System,8.03,Ongoing,14.321308555840961,Still ongoing 2+ years after sanction
W11726,Pallavi Krish,Bengaluru Urban,Public Works Department,Road Construction,10.68,Ongoing,14.318048393302394,Still ongoing 2+ years after sanction
W11390,Ria Ratta,Agra,Municipal Corporation,Street Lighting,5.5,Ongoing,14.306029549597499,Still ongoing 2+ years after sanction
W11925,Yutika Rana,Salem,State Housing Board,School Building Repair,5.38,Ongoing,14.305377687818055,Still ongoing 2+ years after sanction
W12212,Gaurav Chandra,Lucknow,State Housing Board,School Building Repair,11.36,Completed,14.299386614482387,Flagged by ML pattern only
W12107,Lucky Prashad,Kolkata,Public Works Department,Street Lighting,3.69,Completed,14.296046247114214,Flagged by ML pattern only
W10372,Christopher Kadakia,Lucknow,Municipal Corporation,Drinking Water Supply,11.04,Ongoing,14.29550989332184,Still ongoing 2+ years after sanction
W12415,Jagat Mangat,Bengaluru Urban,Municipal Corporation,School Building Repair,10.82,Ongoing,14.294534848043842,Still ongoing 2+ years after sanction
W12319,Tanish Iyer,Mysuru,Public Works Department,Drainage System,10.62,Ongoing,14.286372715739663,Still ongoing 2+ years after sanction
W11926,Leena Butala,Agra,District Rural Development Agency,Drinking Water Supply,7.33,Ongoing,14.286062577033535,Still ongoing 2+ years after sanction
W12524,Bachittar Choudhry,Asansol,Municipal Corporation,Community Health Center,10.96,Completed,14.282952197118124,Flagged by ML pattern only
W11560,Meera Banerjee,Salem,Zilla Panchayat,Drinking Water Supply,15.88,Ongoing,14.274026258116104,Still ongoing 2+ years after sanction
W10941,Victor Venkataraman,Dharwad,Public Works Department,Public Toilet Complex,7.67,Ongoing,14.268183370530217,Still ongoing 2+ years after sanction
W10884,Gaurav Chandra,Salem,Zilla Panchayat,Drainage System,12.02,Completed,14.260565359918779,Flagged by ML pattern only
W10577,Gaurav Chandra,Kolkata,Municipal Corporation,Drinking Water Supply,6.73,Ongoing,14.257282285326507,Still ongoing 2+ years after sanction
W10942,Meera Banerjee,Agra,Municipal Corporation,Drainage System,11.29,Completed,14.257207085978393,Flagged by ML pattern only
W11102,Deepa Gala,Kolkata,Municipal Corporation,Community Health Center,13.76,Ongoing,14.253896159829111,Still ongoing 2+ years after sanction
W11174,Pallavi Krish,Agra,Municipal Corporation,Drinking Water Supply,4.33,Completed,14.252952241890505,Flagged by ML pattern only
W10760,Vanya Suresh,Nashik,District Rural Development Agency,Public Toilet Complex,4.33,Completed,14.251468737869459,Flagged by ML pattern only
W11012,Nicholas Gour,Varanasi,State Housing Board,Road Construction,6.37,Ongoing,14.249509571615462,Still ongoing 2+ years after sanction
W12559,Azaan Gupta,Belagavi,State Housing Board,Road Construction,13.65,Ongoing,14.243319928164901,Still ongoing 2+ years after sanction
W11285,Victor Venkataraman,Belagavi,State Housing Board,Drinking Water Supply,16.27,Completed,14.238771384750729,Flagged by ML pattern only
W12682,Owen Bala,Madurai,Zilla Panchayat,Street Lighting,5.94,Ongoing,14.235761455705575,Still ongoing 2+ years after sanction
W11224,Krishna Pant,Mysuru,Zilla Panchayat,Street Lighting,4.04,Completed,14.235515233327025,Flagged by ML pattern only
W10902,Sanya Swamy,Darjeeling,State Housing Board,Drinking Water Supply,10.74,Ongoing,14.231534507628693,Still ongoing 2+ years after sanction
W11087,Gabriel Thaman,Kanpur,Municipal Corporation,Public Toilet Complex,5.16,Ongoing,14.229444081841011,Still ongoing 2+ years after sanction
W10186,Harrison Kapur,Darjeeling,Zilla Panchayat,Public Toilet Complex,7.5,Ongoing,14.227018114794149,Still ongoing 2+ years after sanction
W10803,Owen Bala,Varanasi,Zilla Panchayat,Public Toilet Complex,4.16,Ongoing,14.226372947109212,Still ongoing 2+ years after sanction
W10837,Yadavi Deshmukh,Belagavi,Public Works Department,Drinking Water Supply,9.71,Completed,14.224574798011174,Flagged by ML pattern only
W12496,Rayaan Mand,Bengaluru Urban,District Rural Development Agency,Street Lighting,2.11,Completed,14.214054552966969,Flagged by ML pattern only
W10114,Jagat Mangat,Varanasi,District Rural Development Agency,Public Toilet Complex,7.22,Ongoing,14.213566893651068,Still ongoing 2+ years after sanction
W11728,Gaurav Chandra,Thane,District Rural Development Agency,Drainage System,11.8,Completed,14.210407165657925,Flagged by ML pattern only
W11466,Leena Butala,Asansol,Zilla Panchayat,Street Lighting,3.59,Completed,14.200119458179245,Flagged by ML pattern only
W11272,Sanya Swamy,Coimbatore,Zilla Panchayat,Street Lighting,2.68,Completed,14.200110958417518,Flagged by ML pattern only
W12495,Gaurav Chandra,Nashik,State Housing Board,Drainage System,6.01,Ongoing,14.196475231875855,Still ongoing 2+ years after sanction
W11059,Yamini Chand,Nagpur,State Housing Board,Street Lighting,4.48,Ongoing,14.193681382004954,Still ongoing 2+ years after sanction
W10201,Tanish Iyer,Coimbatore,State Housing Board,Drainage System,5.39,Ongoing,14.186424279706308,Still ongoing 2+ years after sanction
W10320,Oliver Sarma,Asansol,Public Works Department,Drinking Water Supply,12.74,Completed,14.185227056334732,Flagged by ML pattern only
W11045,Vrinda Biswas,Lucknow,State Housing Board,Public Toilet Complex,6.38,Ongoing,14.18441961544559,Still ongoing 2+ years after sanction
W12898,Hemang Bava,Bengaluru Urban,Public Works Department,Drainage System,3.52,Completed,14.18359288919202,Flagged by ML pattern only
W10794,Ekansh Sami,Asansol,District Rural Development Agency,Street Lighting,2.3,Completed,14.181077052575047,Flagged by ML pattern only
W11721,Ishwar Boase,Thane,Municipal Corporation,Road Construction,8.48,Ongoing,14.179192021608456,Still ongoing 2+ years after sanction
W11481,Ria Ratta,Howrah,State Housing Board,Community Health Center,17.44,Completed,14.174620203444002,Flagged by ML pattern only
W12198,Rayaan Mand,Varanasi,Public Works Department,Public Toilet Complex,7.23,Ongoing,14.17429764849673,Still ongoing 2+ years after sanction
W11150,Krishna Pant,Lucknow,District Rural Development Agency,Drinking Water Supply,10.74,Ongoing,14.16637240713826,Still ongoing 2+ years after sanction
W12733,Tanish Iyer,Nagpur,State Housing Board,Road Construction,11.48,Ongoing,14.153781085662429,Still ongoing 2+ years after sanction
W12846,Mugdha Varty,Salem,District Rural Development Agency,Street Lighting,5.64,Completed,14.150760601698204,Flagged by ML pattern only
W11984,Odika Naik,Dharwad,District Rural Development Agency,Drinking Water Supply,10.62,Ongoing,14.150711756391747,Still ongoing 2+ years after sanction
W12948,Ishwar Boase,Varanasi,Municipal Corporation,Drinking Water Supply,17.26,Completed,14.150076942567807,Flagged by ML pattern only
W11609,Yadavi Deshmukh,Darjeeling,Municipal Corporation,School Building Repair,6.99,Ongoing,14.142267578231204,Still ongoing 2+ years after sanction
W12413,Leena Butala,Howrah,Public Works Department,Community Health Center,23.55,Completed,14.138248273248232,Flagged by ML pattern only
W10147,Leena Butala,Kolkata,Municipal Corporation,Street Lighting,3.55,Ongoing,14.137401727459022,Still ongoing 2+ years after sanction
W12992,Yamini Chand,Kanpur,State Housing Board,Road Construction,5.99,Ongoing,14.129031498704578,Still ongoing 2+ years after sanction
W12841,Rayaan Mand,Agra,Zilla Panchayat,Drinking Water Supply,6.94,Ongoing,14.122072695991584,Still ongoing 2+ years after sanction
